"action","keyword","token","upos","xpos","n_docs"
"x","proto","proto","PROPN,NOUN,PART","NNP,NN,TO",35
"x","protocadherin","protocadherin,protocadherins","NOUN,ADP,X,ADJ","NN,IN,GW,NNS,JJ",116
"x","proton","proton,protons,Proton","NOUN,ADP,X,VERB,ADJ,PROPN","NN,NNS,IN,FW,VB,JJ,NNP,GW",465
"x","protoporphyrin","protoporphyrin,protoporphyrins","ADP,NOUN,VERB,ADJ","IN,NN,VBG,VBP,JJ,NNS,VB",29
"x","protoporphyrinogen","protoporphyrinogen","ADJ,VERB,NUM,NOUN,ADV","JJ,VB,CD,VBN,NN,RB,NNS",23
"","protozoan","protozoans,protozoan,protozoa,Protozoa","NOUN,VERB,PROPN,ADJ,X","NNS,NN,VB,NNP,JJ,AFX",99
"x","protrude","protruding,protrude,protrudes,protruded,Protruding","VERB,NOUN","VBG,VBD,VBZ,VBP,NNS,NN,VBN",77
"x","protrusion","protrusion,protrusions,Protrusion","NOUN","NN,NNS",126
"x","provide","providing,provide,provides,provided,Provides,Providing","VERB,NOUN","VBG,VBP,VB,VBZ,VBN,VBD,NNS",360
"","provirus","provirus","NOUN,ADJ","NN,JJ",20
"x","provoke","provoking,provokes,provoke,provoked","VERB,NOUN","VBG,VBZ,VBD,VBN,NN,VB",69
"x","proximal","proximal,Proximal","ADJ,NOUN,VERB","JJ,NN,VB",851
"x","proximity","proximity","NOUN,VERB","NN,VB",32
"x","pruritus","pruritus,Pruritus","NOUN,ADJ,PROPN","NN,JJ,NNP",23
"","pseudoautosomal","pseudoautosomal","ADJ,NOUN","JJ,NN",22
"","pseudoepiphysis","pseudoepiphysis","NOUN","NN",32
"","pseudogene","pseudogene,pseudogenes","NOUN,ADV,X","NN,NNS,RB,GW",1168
"","pseudopodium","pseudopodium","NOUN","NN",23
"","pseudouridine","pseudouridine","VERB,NUM,NOUN","VB,CD,NN",56
"","pseudouridylation","pseudouridylation,pseudouridylations","NOUN","NN,NNS",24
"","psoriasis","psoriasis","NOUN,DET","NN,DT",47
"","psychiatric","psychiatric,Psychiatric","ADJ,NOUN,PROPN","JJ,NN,NNP",43
"","psychological","psychological,Psychological","ADJ","JJ",28
"","psychomotor","psychomotor","NOUN","NN",177
"","pteridine","pteridine","NOUN,NUM,VERB","NN,CD,VB",35
"","pterygium","pterygium,pterygiums,Pterygium","NOUN,PROPN","NN,NNS,NNP",22
"","pterygoid","pterygoid","ADJ,NOUN,VERB","JJ,NN,VBN",21
"","ptosis","ptosis","NOUN,VERB,DET","NN,VBZ,DT",51
"x","puberty","puberty","NOUN,ADJ","NN,JJ",54
"x","pubic","pubic,Pubic","ADJ","JJ",37
"x","pull","pulled,pulling,pull,pulls","VERB,NOUN","VBN,VBG,NN,VB,VBZ,NNS,VBP",29
"","pulmonary","pulmonary,Pulmonary,PULMONARY","ADJ,NOUN,VERB,PROPN,DET,X","JJ,NN,VB,NNP,DT,GW",595
"","pulp","pulp,pulp.,Pulp","NOUN,ADJ,VERB","NN,JJ,VB",54
"x","pulse","pulsed,pulses,pulse,pulsing","VERB,NOUN,ADJ","VBN,NNS,JJ,NN",25
"x","pump","pump,pumps,pumping,Pumps,pumped","NOUN,VERB","NN,VBZ,NNS,VBG,VBN,VB,VBD",111
"x","punctate","Punctate,punctate","ADJ,NOUN,PROPN,VERB","JJ,NN,NNP,VB,VBP",78
"x","pup","Pup","NOUN,PROPN","NN,NNP",22
"","pupal","pupal","ADJ,NOUN","JJ,NN",20
"x","pupil","pupil,pupils","NOUN","NN,NNS",51
"","pupillary","Pupillary,pupillary","ADJ,NOUN","JJ,NN",40
"x","purify","purified,purifies,purifying","VERB","VBN,VBD,VBZ,VBG",21
"x","purine","purine,purines,Purine,Purines","NUM,NOUN,VERB,ADJ","CD,NNS,NN,VB,JJ",499
"x","purple","purple,Purple","ADJ,NOUN,VERB","JJ,NN,VB",24
"x","purpose","purpose,purposes","NOUN","NN,NNS",53
"x","purulent","purulent,Purulent","ADJ","JJ",25
"x","pus","pus,PURA,pus.","NOUN,CCONJ","NN,NNS,CC",48
"x","putative","putative","ADJ,NOUN","JJ,NN",226
"x","putrescine","putrescine,Putrescine","NOUN,NUM,VERB,PRON,PROPN","NN,CD,VB,PRP,NNP",74
"pylorus","pyloric","pyloric,Pyloric","ADJ,X","JJ,LS",20
"","pylorus","pylorus,pylori,PYLORI,Pylorus","NOUN,ADP,PRON,ADV,PROPN,ADJ","NN,IN,PRP,RB,NNP,JJ",29
"x","pyramid","pyramids,pyramid","NOUN,ADJ","NNS,NN,JJ",23
"x","pyramidal","pyramidal,Pyramidal","ADJ,NOUN,X,PROPN","JJ,NN,FW,NNP",73
"x","pyrene","pyrene","NOUN","NN",42
"x","pyridine","pyridine","NUM,NOUN,VERB","CD,NN,VB,VBP",70
"x","pyridoxal","Pyridoxal,pyridoxal","ADJ,PROPN,NOUN,VERB","JJ,NNP,NN,VB",133
"x","pyridoxamine","pyridoxamine,Pyridoxamine","NOUN,NUM,VERB","NN,CD,VB",38
"x","pyridoxine","pyridoxine,Pyridoxine","NOUN,NUM,VERB","NN,CD,VB",52
"x","pyrimidine","pyrimidine,pyrimidines,Pyrimidine,Pyrimidines","ADJ,NOUN,NUM,VERB,PRON","JJ,NNS,CD,NN,VB,PRP",414
"x","pyrophosphatase","pyrophosphatase,pyrophosphatases","NOUN","NN,NNS",20
"x","pyrophosphate","pyrophosphate,pyrophosphate:,pyrophosphates","NOUN,ADJ,VERB,PUNCT","NN,JJ,VB,:,VBZ,NNS,VBP",99
"x","pyrrole","pyrrole","NOUN","NN",29
"x","pyrroline","pyrroline","NUM,NOUN","CD,NN",30
"x","pyruvate","pyruvate,Pyruvate","NOUN,VERB,ADJ,ADV,PROPN","NN,VB,JJ,VBP,RB,NNP",467
"x","pyruvic","pyruvic","ADJ,NOUN,PROPN,X","JJ,NN,NNP,GW",24
"x","quadruplex","quadruplex,quadruplexes","NOUN","NN,NNS",21
"x","quality","quality,qualities,Quality","NOUN,ADJ","NN,NNS,JJ",77
"x","quantity","quantity,quantities","NOUN","NN,NNS",724
"x","quasi","quasi","ADJ,NOUN,X","JJ,NN,AFX",22
"x","quercetin","quercetin","NOUN,ADP,VERB,ADV","NN,IN,VB,VBN,RB",72
"x","quickly","quickly","ADV","RB",26
"","quiescent","quiescent","ADJ,NOUN","JJ,NN",29
"x","quinate","quinate,Quinate","ADV,NOUN,ADJ,VERB,PROPN","RB,NN,JJ,VB,NNP",22
"x","quinone","quinone,Quinone,quinones,Quinones","NOUN,NUM,PROPN,PRON,ADJ,VERB","NN,CD,NNP,PRP,JJ,NNS,VB",131
"","rDNA","rDNA","NOUN,PROPN,DET,ADP","NN,NNP,DT,IN",108
"","rRNA","rRNA,rRNAs","PROPN,NOUN,ADJ,INTJ,DET,ADP,X,SYM","NNP,NN,NNS,JJ,UH,DT,IN,FW,AFX,SYM,NNPS",995
"x","racemase","racemase,racemases","NOUN","NN,NNS",28
"x","racemization","racemization","NOUN","NN",24
"x","rad","Rad,rad","PROPN,VERB,NOUN","NNP,VBN,NN",22
"x","radial","radial,Radial","ADJ,VERB,NOUN,PROPN","JJ,VB,NN,NNP",212
"x","radiate","radiates,radiate,radiating","NOUN,VERB","NNS,VBP,VBG,NN,VB,VBZ",29
"","radiation","radiation,radiations,RADIATION","NOUN,PROPN","NN,NNS,NNP",180
"radiation","radical","radicals,radical,RADICALS","NOUN,ADJ,PROPN","NNS,JJ,NN,NNP",116
"radiation","radiograph","radiograph,radiographs","NOUN","NN,NNS",60
"radiation","radiographic","radiographic,Radiographic","ADJ","JJ",43
"radiation","radiopacity","radiopacity","NOUN","NN",20
"x","radius","radius,radii","NOUN,ADJ","NN,JJ",76
"x","raffinose","raffinose,Raffinose","ADJ,NOUN,DET,VERB","JJ,NN,DT,VB",45
"x","raft","raft,rafts","NOUN","NN,NNS",74
"x","raise","raising,Raised,raises,raised,raise","VERB,NOUN,ADJ","VBG,VBN,VBZ,VBD,VB,NNS,JJ,NN",70
"x","random","random,Random","ADJ,X,NOUN,PROPN","JJ,ADD,NN,NNP",49
"x","range","range,ranges,ranging,Ranging","NOUN,VERB","NN,NNS,VBG,VB,VBZ",543
"x","rapamycin","rapamycin","NOUN,ADP,VERB","NN,IN,VB",31
"x","rapid","rapid,Rapid","ADJ,VERB,PROPN,NOUN","JJ,VBN,VB,NNP,NN",184
"x","rapidly","rapidly,Rapidly","ADV","RB",113
"","rare","rare,Rare,rarest,rarer","ADJ,VERB,PROPN,NOUN","JJ,VB,NNP,JJS,JJR,NN",362
"rare","rarely","rarely,Rarely","ADV,ADJ","RB,JJ",73
"Ras","ras","Ras,ras","PROPN,NOUN,AUX,SCONJ","NNP,NNS,NNPS,VBD,VBZ,IN,NN",210
"","rash","rashes,rash","NOUN,INTJ,ADJ","NNS,NN,UH,JJ",111
"","rat","rat,rats,Rat","NOUN,ADJ,VERB,PROPN","NN,JJ,NNS,VB,NNP",208
"x","rate","rate,Rating,rates,Rate","NOUN,PROPN,ADJ,VERB","NN,NNP,NNS,JJ,VB",5310
"x","rather","rather","ADV,ADP","RB,IN",242
"x","ratio","ratio,ratios,ratio.,Ratio","NOUN,SCONJ,ADP","NN,NNS,IN",240
"x","ray","ray,rays","NOUN,ADJ","NN,NNS,JJ",150
"x","re","re,Res,Re,'re","AUX,ADP,ADJ,VERB,NOUN,PROPN","VBP,IN,JJ,VB,NNS,NNP",61
"","reabsorption","reabsorption,Reabsorption","NOUN","NN",54
"x","reach","reaches,reaching,reach,reached","VERB,NOUN","VBZ,VBG,VB,VBN,VBP,NN",154
"reaction","react","react,reacts,reacting,reacted","VERB,NOUN","VB,VBZ,VBG,VBP,NN,VBN",274
"","reaction","reactions,reaction,Reactions,Reaction,reaction:","NOUN,VERB,SYM","NNS,NN,VBP,NFP",11953
"","reactivation","reactivation,Reactivation","NOUN","NN",22
"reactivation","reactive","reactive,Reactive","ADJ,VERB","JJ,VB",140
"reactivation","reactivity","reactivity","NOUN","NN",33
"x","read","read,reading,Read,readings,reads","VERB,NOUN","VB,NN,VBN,VBD,VBG,NNS",471
"x","readily","readily","ADV,ADJ","RB,JJ",33
"x","readthrough","readthrough","NOUN,ADP,ADJ,ADV","NN,IN,JJ,RB",182
"rearrangement","rearrange","rearranged,rearrange,rearranges","VERB,NOUN","VBN,VB,VBZ,NN",20
"","rearrangement","rearrangement,Rearrangement,rearrangements,Rearrangements,rearrangement.","NOUN","NN,NNS",146
"x","receive","received,receive,receiving,receives,Receiving","VERB,NOUN","VBN,VB,VBP,VBG,VBZ,NN,VBD",319
"x","recent","recent,Recent","ADJ","JJ",50
"x","recently","recently,Recently","ADV","RB",41
"x","reception","reception","NOUN","NN",36
"","receptor","receptor,receptors,Receptor,Receptors,RECEPTORS","NOUN,SCONJ,VERB,ADJ,X,PROPN,CCONJ","NN,NNS,IN,VBZ,VB,JJ,GW,NNP,VBP,CC",11426
"","recessive","recessive,Recessive","ADJ,VERB,NOUN,NUM","JJ,VBP,NN,CD",1439
"x","reciprocal","reciprocal,Reciprocal","ADJ","JJ",51
"","recognition","Recognition,recognition","NOUN","NN",997
"recognition","recognizable","recognizable","ADJ","JJ",79
"recognition","recognize","recognized,recognizes,recognize,recognizing","VERB,NOUN,ADJ","VBN,VBZ,VB,VBP,NNS,VBG,NN,JJ",2335
"recombination","recombinant","recombinant,Recombinant","ADJ,NOUN","JJ,NN",23
"","recombinase","recombinases,recombinase","VERB,NOUN","VBZ,NN,NNS",50
"","recombination","recombination,Recombination,recombinations","NOUN,VERB","NN,NNS,VB",344
"recombination","recombine","recombining,Recombined,recombined","NOUN,VERB","NN,VBG,VBN",27
"x","record","record,records,recorded,recordings,recording,Recording","NOUN,VERB","NN,NNS,VBD,VB,VBN",125
"x","recovery","recovery","NOUN","NN",34
"recruitment","recruit","recruits,recruited,recruit,Recruits,recruiting","VERB,NOUN","VBZ,VBN,VB,NNS,NN,VBG,VBP,VBD",169
"","recruitment","recruitment,Recruitment","NOUN","NN",153
"rectum","rectal","rectal,Rectal","ADJ,NOUN","JJ,NN",29
"x","rectifier","rectifier","ADJ,NOUN,VERB","JJR,NN,VB",54
"x","rectify","rectifying","VERB,NOUN","VBG,NN",26
"","rectum","rectum,RECTUM,rectum.","NOUN,PROPN,VERB","NN,NNP,VBP",83
"x","rectus","rectus","NOUN,ADJ","NN,JJ",76
"x","recur","recur,recurs,recurring,Recurring","VERB,NOUN","VBP,VBZ,VBG,VB,NNS,NN",63
"","recurrent","recurrent,Recurrent,recurrent.","ADJ,VERB,NOUN","JJ,VB,VBN,NN",412
"x","recycle","recycling,recycled,Recycling,recycle,recycles","NOUN,VERB,ADJ","NN,VBG,VBN,VB,VBZ,JJ",175
"x","red","red,Red","ADJ,VERB,NOUN,ADV,PROPN","JJ,VBN,NN,VBD,VB,RB,NNP",554
"x","reddish","reddish,Reddish","NOUN,ADJ,VERB","NN,JJ,VBP,VB,NNS",29
"x","redness","redness,Redness","NOUN","NN",50
"","redox","redox,Redox","NOUN,VERB,ADJ,NUM,SYM","NN,VB,JJ,CD,SYM",206
"reduction","reduce","reduces,reduced,reducing,reduce,Reduced,Reducing","VERB,NOUN,PROPN,ADJ","VBZ,VBN,VBG,VB,NNS,VBP,NN,NNP,VBD,JJ",2849
"","reductase","reductase,reductase.,reductases","NOUN,VERB,INTJ,ADJ","NN,VB,NNS,UH,VBP,JJ",695
"","reduction","reduction,reductions,Reductions,Reduction","NOUN,VERB","NN,NNS,VB",720
"reduction","reductive","reductive","ADJ","JJ",34
"x","redundant","redundant,Redundant","ADJ,VERB","JJ,VBZ,VBN",23
"x","refer","refers,referred,Refers,refer,referring,REFERRED,refered","VERB,NOUN,ADJ","VBZ,VBN,NNS,VB,VBD,VBG,JJ,VBP",722
"x","reference","reference,Reference,referenced","NOUN,VERB","NN,VBP,VBN",58
"x","reflect","reflected,reflecting,reflects,reflect","VERB","VBN,VBG,VBD,VBZ,VB,VBP",91
"","reflex","reflexes,reflex,Reflexes","NOUN,SYM,ADJ,VERB,AUX","NNS,NN,NFP,JJ,VBZ",161
"","reflux","reflux,reflux.,refluxed","NOUN,VERB","NN,VBD",26
"x","refractive","refractive,Refractive","ADJ","JJ",41
"x","refractory","refractory,Refractory","NOUN,ADJ,VERB","NN,JJ,VBP,VB",75
"x","regard","regarded,regard,regarding,Regard","VERB,NOUN","VBN,NN,VBG,VB",53
"x","regardless","regardless","ADV,SCONJ","RB,IN",69
"regeneration","regenerate","regenerate,Regenerating,regenerated,regenerating,regenerates","VERB","VB,VBP,VBG,VBN,VBZ",35
"","regeneration","regeneration,Regeneration","NOUN","NN",171
"x","region","region,regions,Regions,Region","NOUN,VERB,PROPN","NN,NNS,VBP,NNP",3414
"x","regional","regional,Regional","ADJ","JJ",36
"","regionalization","regionalization","NOUN","NN",59
"x","regression","regression","NOUN","NN",60
"","regrowth","regrowth","NOUN","NN",26
"x","regular","regular,Regular","ADJ,NOUN","JJ,NN",46
"x","regularly","regularly,Regularly","ADV,PROPN,NOUN","RB,NNP,NN",31
"regulation","regulate","regulates,regulate,regulating,regulated,Regulated,Regulates","VERB,ADJ,PROPN,NOUN","VBZ,VB,VBG,VBN,VBP,JJ,VBD,NNP,NNS,NN",2740
"","regulation","regulation,Regulation","NOUN","NN",13762
"regulation","regulator","regulator,regulators,Regulator","NOUN,VERB,PROPN","NN,NNS,VBP,VB,NNP",870
"regulation","regulatory","regulatory,Regulatory","ADJ,PROPN,VERB,NOUN","JJ,NNP,VBP,NN",904
"","rejoin","rejoining,rejoins,rejoin,rejoined","NOUN,VERB","NN,VBZ,VB,VBN,VBG",20
"","relapse","relapses,relapsing,relapse","NOUN,VERB,ADJ","NNS,VBG,JJ,NN",30
"x","relate","related,relating,relates,Related,relate,RELATED","ADJ,VERB,PROPN","JJ,VBG,VBZ,VBN,NNP,VB,VBP,VBD",4573
"x","relation","relation,RELATIONS","NOUN","NN,NNS",54
"x","relationship","relationship,relationships","NOUN","NN,NNS",53
"x","relative","relative,relatives,Relative","ADV,ADJ,NOUN,VERB","RB,JJ,NN,NNS,VBP",233
"x","relatively","relatively,Relatively","ADV","RB",523
"x","relax","relax,relaxed,relaxing,relaxes","VERB,ADJ","VB,JJ,VBG,VBZ",20
"x","relaxation","relaxation,relaxations","NOUN","NN,NNS",100
"x","relay","relays,relay,Relaying,relayed,relaying","VERB,NOUN,ADJ","VBZ,NN,VBG,VBN,VBP,VB,JJ",42
"","release","release,released,releasing,Release,releases,Releases","NOUN,VERB,ADJ","NN,VBN,VB,VBG,VBP,VBZ,VBD,JJ,NNS",1519
"x","relevant","relevant","ADJ","JJ",29
"x","relieve","relieved,relieving,relieves,relieve","ADJ,VERB,NOUN","JJ,VBN,VBG,VBZ,NNS,VB",20
"x","remain","remaining,remain,remains,remained","VERB,NOUN,ADJ","VBG,VB,NNS,VBZ,VBP,NN,JJ,VBN,VBD",239
"x","remainder","remainder","NOUN","NN",29
"x","remnant","remnant,remnants,Remnant","NOUN,ADJ","NN,NNS,JJ",39
"x","remodel","remodeling,remodeled,Remodeling,remodelling,remodelled,remodels,remodel,REMODELING","NOUN,VERB,PROPN","NN,VBG,VBN,VBZ,VB,VBP,NNP",337
"x","removal","removal,Removal","NOUN,ADJ","NN,JJ",376
"x","remove","removed,remove,removing,removes,Removes","VERB,NOUN,ADJ","VBN,VB,VBG,NNS,VBP,VBZ,JJ,VBD",306
"","renal","renal,Renal,RENAL","ADJ,PROPN,VERB,NOUN,X","JJ,NNP,VB,NN,GW",851
"x","render","rendered,renders,rendering,render","VERB,NOUN","VBN,NNS,VBG,VB,VBZ,VBP",33
"x","renin","renin,Renin","NOUN,VERB,ADP,ADJ,PROPN","NN,VBP,IN,VB,JJ,VBG,NNP",47
"","reorganization","reorganization,Reorganization","NOUN","NN",66
"","repair","repair,Repair,repaired,repairing,repairs,repair.","NOUN,VERB","NN,VB,VBN,VBG,NNS,VBZ,VBD",728
"","repeat","repeats,repeat,repeating,repeated,Repeat,Repeats,REPEATS,Repeated","NOUN,VERB,ADJ,SCONJ,PROPN,ADV","NNS,NN,VBN,VBG,JJ,VBZ,IN,VB,NNP,VBD,VBP,RB",1498
"","repetition","repetition,repetitions,Repetition","NOUN","NN,NNS",25
"repetition","repetitive","repetitive,Repetitive","ADJ,VERB","JJ,VB",102
"replacement","replace","replaces,replaced,replacing,replace","NOUN,VERB,AUX","NNS,VBN,VBG,VB,VBZ,VBP",108
"","replacement","replacement,Replacement","NOUN,VERB","NN,VB",64
"replication","replicate","replicated,replicate,replicating,replicates","VERB,NOUN,ADJ","VBD,VBN,VB,VBP,VBG,VBZ,NN,JJ",110
"","replication","replication,Replication","NOUN,PROPN","NN,NNP",942
"replication","replicative","replicative","ADJ,VERB","JJ,VB",39
"","repolarization","repolarization","NOUN","NN",62
"x","report","reported,report,reports","VERB,NOUN","VBN,VBP,NNS,VBD,VBZ,NN",357
"x","represent","represents,representing,represent,represented","VERB,NOUN","VBZ,VBG,VB,VBP,VBN,VBD,NNS",2716
"x","representative","representative,representatives,Representative","ADJ,NOUN","JJ,NN,NNS",44
"repression","repress","represses,repressed,repressing,repress","VERB,NOUN,PROPN,AUX","VBZ,VBN,VBG,VB,VBP,NNS,NN,NNP",137
"","repression","repression,Repression","NOUN,VERB","NN,VB",121
"repression","repressive","repressive","NOUN,ADJ,VERB","NN,JJ,VBP",21
"","repressor","repressor,repressors","NOUN,VERB,ADP,X","NN,NNS,VB,IN,GW,VBP,VBZ",238
"reproduction","reproduce","reproduce,reproduces,reproducing,reproduced","VERB,NOUN","VBP,VBZ,NNS,VB,VBG,VBN",20
"","reproduction","reproduction","NOUN","NN",235
"reproduction","reproductive","reproductive,Reproductive","ADJ,VERB","JJ,VB",282
"x","repulsive","repulsive","ADJ","JJ",43
"x","require","required,requires,requiring,require,Required,Requires","VERB,NOUN,PROPN,ADJ","VBN,VBZ,VBG,VB,NNS,VBP,VBD,NNP,JJ",1426
"x","requirement","requirements,requirement","NOUN","NNS,NN",35
"","resection","resection","NOUN","NN",20
"","resemble","resembling,resembles,resemble","VERB,ADJ,NOUN,AUX,PROPN","VBG,VBZ,JJ,VBP,VB,NN,NNS,NNP",194
"x","reserve","reserve,reserves,reserved","NOUN,VERB","NN,NNS,VBP,VBN",29
"x","reside","reside,residing,resides","VERB,NOUN","VB,VBG,VBZ,VBP,NNS,NN",127
"x","resident","resident,residents","NOUN,ADJ","NN,JJ,NNS",49
"","residual","residual,Residual","ADJ","JJ",27
"","residue","residue,residues","NOUN,VERB,ADP,ADJ,SCONJ,PROPN","NN,NNS,VBD,VBZ,IN,VB,JJ,VBP,NNP",1689
"","resistance","resistance,Resistance","NOUN,VERB","NN,VB",285
"resistance","resistant","resistant,resistant.","NOUN,ADJ,VERB","NN,JJ,VBP,NNS",80
"x","resolution","resolution","NOUN","NN",37
"x","resolve","resolves,resolve,resolved,resolving","NOUN,VERB","NNS,VBP,VBN,VBG,VBZ,VB,NN",39
"x","resonance","resonance","NOUN","NN",72
"","resorption","resorption,Resorption","NOUN","NN",63
"x","respect","respect,respects","NOUN","NN,NNS",165
"x","respectively","respectively","ADV","RB",200
"","respiration","respiration,respirations","NOUN","NN,NNS",92
"respiration","respiratory","respiratory,Respiratory,RESPIRATORY","ADJ,NOUN,PROPN,VERB,DET,X,PRON","JJ,NN,NNP,VB,DT,GW,PRP,PRP$",682
"response","respond","responds,responding,respond,Responds,responded","VERB,NOUN,ADV","VBZ,VBG,VBP,VB,NN,NNS,RB,VBN",174
"","response","response,responses,Response","VERB,NOUN,ADJ,PROPN","VB,NN,NNS,JJ,NNP",6002
"response","responsible","responsible","ADJ,NOUN","JJ,NN",1069
"response","responsive","responsive","ADJ,NOUN","JJ,NN",104
"response","responsiveness","responsiveness","NOUN","NN",27
"x","rest","rest,resting,rests,Resting,rested","NOUN,ADJ,VERB","NN,JJ,VBG,VB,NNS,VBZ,VBN",207
"x","restoration","restoration","NOUN","NN",27
"","restore","restored,restore,restoring,restores","VERB,NOUN","VBN,VB,VBD,VBG,VBZ,NNS",41
"x","restrict","restricted,restricts,restricting,Restricted,restrict","VERB,ADJ,NOUN","VBN,VBZ,VBG,VBD,JJ,NNS,VB",334
"x","restriction","restriction,Restriction,restrictions","NOUN,VERB","NN,VBP,NNS",105
"x","restrictive","restrictive,Restrictive","ADJ","JJ",24
"x","result","resulting,results,result,Results,resulted,Result","VERB,NOUN","VBG,NNS,VBZ,NN,VB,VBP,VBD,VBN",13804
"x","resultant","resultant","ADJ,NOUN","JJ,NN",68
"x","retain","retain,retained,retains,retaining,Retaining","VERB,NOUN,ADJ","VBP,VBN,VBZ,VBG,VB,NNS,JJ",194
"x","retardation","retardation,Retardation","NOUN","NN",194
"x","retention","retention,Retention","NOUN","NN",69
"x","reticular","reticular","ADJ","JJ",46
"x","reticulum","reticulum,reticula","NOUN,X","NN,ADD",929
"","retina","retina,retinas,retina.,RETINA","NOUN,SYM,PROPN","NN,NNS,NFP,NNP",386
"retina","retinal","retinal,Retinal,RETINAL","ADJ,NOUN,VERB,X,PROPN,ADV","JJ,NN,VB,GW,NNP,RB",539
"","retinitis","retinitis,Retinitis","NOUN,DET,PROPN","NN,DT,NNS,NNP",175
"","retinoblastoma","Retinoblastoma,retinoblastoma,retinoblastomas","PROPN,NOUN,X,ADJ,ADP","NNP,NN,AFX,JJ,IN,NNS",46
"x","retinoic","retinoic","ADJ,NOUN,PROPN","JJ,NN,NNP",141
"x","retinoid","retinoids,Retinoids,retinoid,Retinoid","NOUN,ADJ,VERB,X","NNS,JJ,VB,NN,GW,VBN,AFX",60
"x","retinol","retinol,Retinol","ADJ,NOUN,PROPN,VERB","JJ,NN,NNP,VBP,VB",119
"x","retinopathy","retinopathy,Retinopathy","NOUN,ADJ,PROPN,VERB","NN,JJ,NNP,VB",33
"x","retinyl","retinyl","VERB,NOUN,AUX,INTJ,ADJ","VBP,NN,MD,UH,VB,JJ",26
"x","retraction","retraction","NOUN","NN",46
"x","retrograde","retrograde,Retrograde","NOUN,VERB,ADJ","NN,VBP,VB,JJ",119
"x","retromer","retromer","NOUN","NN",21
"retrovirus","retroviral","retroviral","ADJ,VERB,NOUN","JJ,VB,NN",21
"","retrovirus","retrovirus,retroviruses,Retroviruses","NOUN,VERB","NN,NNS,VBP",44
"x","return","return,returns,returned,returning,Return","NOUN,VERB","NN,VB,VBZ,VBN,VBG,NNS,VBP",84
"x","reuptake","reuptake","NOUN,VERB","NN,VB",30
"x","reveal","revealed,reveal,revealing,reveals","VERB,NOUN,ADJ","VBD,VBN,VB,VBG,NNS,JJ,VBZ",52
"x","reversal","reversal","NOUN,ADJ","NN,JJ",40
"x","reverse","reversing,reversed,reverse,reverses,Reverse","VERB,ADJ,NOUN","VBG,VBN,JJ,NN,VB,VBP,VBZ,VBD",246
"x","reversible","reversible,Reversible","ADJ,VERB","JJ,VB",117
"x","reversibly","reversibly","ADV","RB",21
"","rhabdomere","rhabdomere,rhabdomeres","NOUN,ADJ,VERB,X","NN,NNS,JJ,VB,GW",25
"","rhabdomyosarcoma","rhabdomyosarcoma","NOUN,ADJ","NN,JJ",34
"","rhamnogalacturonan","rhamnogalacturonan","NOUN,PROPN,ADJ,ADV,VERB,AUX","NN,NNP,JJ,RB,VB,MD",29
"","rhamnose","rhamnose,Rhamnose,rhamnose:","NOUN,ADJ,DET,VERB,PROPN,PUNCT,PRON","NN,JJ,DT,VB,VBD,NNP,:",101
"","rhamnoside","rhamnosides,rhamnoside","NOUN,VERB,ADP,ADJ","NNS,NN,VB,IN,JJ",28
"","rheumatoid","rheumatoid,Rheumatoid","ADJ,NOUN,VERB","JJ,NN,VB",74
"Rho","rho","Rho,rho","PROPN,ADP,NOUN,PRON,VERB,ADJ,SCONJ","NNP,IN,NN,WP,VB,JJ",212
"","rhodopsin","rhodopsin,rhodopsins","NOUN,ADP,ADV,ADJ,VERB","NN,IN,RB,JJ,NNS,VBP",59
"","rhombencephalon","rhombencephalon","NOUN","NN",43
"","rhombomere","rhombomere","NOUN,ADJ,X,VERB","NN,JJ,GW,VB,VBD",87
"x","rhythm","rhythm,rhythms","NOUN,PROPN","NN,NNS,NNP",96
"x","rhythmic","rhythmic,Rhythmic","ADJ,PROPN","JJ,NNP",37
"x","rib","ribs,rib,RIBS,Ribs","NOUN,ADJ,PROPN,NUM","NNS,NN,JJ,NNPS,CD",128
"","ribbon","ribbon,ribbons","NOUN,PROPN","NN,NNS,NNP",36
"x","ribitol","ribitol","NOUN,INTJ,PROPN,ADJ,AUX,VERB","NN,UH,NNP,JJ,MD,VB",51
"x","riboflavin","riboflavin,Riboflavin","NOUN,PROPN,ADP,VERB,ADJ","NN,NNP,IN,VBG,VB,JJ",50
"x","ribofuranose","ribofuranose","NOUN,VERB,DET","NN,VB,DT",39
"","ribonuclease","ribonuclease,ribonucleases","NOUN,INTJ,ADJ","NN,UH,NNS,JJ",3925
"","ribonucleic","ribonucleic","ADJ,NOUN","JJ,NN",83
"","ribonucleoprotein","ribonucleoprotein,ribonucleoproteins","NOUN,ADP,ADJ,X","NN,NNS,IN,JJ,GW",229
"x","ribonucleoside","ribonucleosides,ribonucleoside","NOUN,ADV,VERB,ADJ,ADP","NNS,NN,RB,VB,JJ,RP,IN",166
"x","ribonucleotide","ribonucleotides,ribonucleotide","NOUN,ADJ,ADP,VERB","NNS,NN,JJ,RP,VBP,VB",133
"","ribose","ribose,Ribose","VERB,NOUN,ADJ,DET,PRON","VB,NN,JJ,VBD,DT,VBP",455
"","riboside","riboside","NOUN,ADV,VERB","NN,RB,VB,VBD",65
"ribosome","ribosomal","ribosomal,Ribosomal","ADJ,NOUN,PROPN,X,VERB","JJ,NN,NNP,GW,ADD,VB",763
